HCPCS,DESCRIPTION,STATUS CODE,WORK RVU
64425,Njx aa&/strd ii ih nerves,A,1
64430,Njx aa&/strd pudendal nerve,A,1
64435,Njx aa&/strd paracrv nrv,A,0.75
64445,Njx aa&/strd sciatic nrv img,A,1.39
64446,Njx aa&/strd sc nrv nfs img,A,1.75
64447,Njx aa&/strd femoral nrv img,A,1.34
64448,Njx aa&/strd fem nrv nfs img,A,1.68
64449,Njx aa&/strd lmbr plex nfs,A,1.27
64450,Njx aa&/strd other pn/branch,A,0.75
64451,Njx aa&/strd nrv nrvtg si jt,A,1.52
64454,Njx aa&/strd gnclr nrv brnch,A,1.52
64455,Njx aa&/strd pltr com dg nrv,A,0.75
64461,Pvb thoracic single inj site,A,1.75
64462,Pvb thoracic 2nd+ inj site,A,1.1
64463,Pvb thoracic cont infusion,A,1.9
64466,Thrc fascial pln blk uni njx,A,1.5
64467,Thrc fascial pln blk uni nfs,A,1.74
64468,Thrc fascial pln blk bi njx,A,1.67
64469,Thrc fascial pln blk bi nfs,A,1.83
64473,Lwr xtr fscl pln blk uni njx,A,1.34
64474,Lwr xtr fscl pln blk uni nfs,A,1.67
64479,Njx aa&/strd tfrm epi c/t 1,A,2.29
64480,Njx aa&/strd tfrm epi c/t ea,A,1.2
64483,Njx aa&/strd tfrm epi l/s 1,A,1.9
64484,Njx aa&/strd tfrm epi l/s ea,A,1
64486,Tap block unil by injection,A,1.2
64487,Tap block uni by infusion,A,1.39
64488,Tap block bi injection,A,1.4
64489,Tap block bi by infusion,A,1.75
64490,Inj paravert f jnt c/t 1 lev,A,1.82
64491,Inj paravert f jnt c/t 2 lev,A,1.16
64492,Inj paravert f jnt c/t 3 lev,A,1.16
64493,Inj paravert f jnt l/s 1 lev,A,1.52
64494,Inj paravert f jnt l/s 2 lev,A,1
64495,Inj paravert f jnt l/s 3 lev,A,1
64505,N block spenopalatine gangl,A,1.36
64510,N block stellate ganglion,A,1.22
64517,N block inj hypogas plxs,A,2.2
64520,N block lumbar/thoracic,A,1.35
64530,N block inj celiac pelus,A,1.58
64553,Implant neuroelectrodes,A,6.13
64555,Implant neuroelectrodes,A,5.76
64561,Implant neuroelectrodes,A,5.44
64566,Neuroeltrd stim post tibial,A,0.6
64568,Opn impltj crnl nrv nea&pg,A,9
64569,Revise/repl vagus n eltrd,A,11
64570,Remove vagus n eltrd,A,9.1
64575,Opn impltj nea perph nerve,A,4.42
64580,Opn impltj nea neuromuscular,A,4.19
64581,Opn impltj nea sacral nerve,A,12.2
64582,Opn mpltj hpglsl nstm ary pg,A,14
64583,Rev/rplct hpglsl nstm ary pg,A,14.5
64584,Rmvl hpglsl nstim ary pg,A,12
64585,Rev/rmv perph nstim eltrd ra,A,2.11
64590,Ins/rpl prph sac/gstr npg/r,A,5.1
64595,Rev/rmv prph sac/gstr npg/r,A,3.79
64596,Ins/rplcmt prq eltrd ra pn 1,C,0
64597,Ins/rplcm prq eltrd ra pn ea,C,0
64598,Revj/rmvl nea pn w/int nstim,C,0
64600,Injection treatment of nerve,A,3.49
64605,Injection treatment of nerve,A,5.65
64610,Injection treatment of nerve,A,7.2
64611,Chemodenerv saliv glands,A,1.03
64612,Destroy nerve face muscle,A,1.41
64615,Chemodenerv musc migraine,A,1.85
64616,Chemodenerv musc neck dyston,A,1.53
64617,Chemodener muscle larynx emg,A,1.9
64620,Injection treatment of nerve,A,2.89
64624,Dstrj nulyt agt gnclr nrv,A,2.5
64625,Rf abltj nrv nrvtg si jt,A,3.39
64628,Trml dstrj ios bvn 1st 2 l/s,A,7.15
64629,Trml dstrj ios bvn ea addl,A,3.77
64630,Injection treatment of nerve,A,3.05
64632,N block inj common digit,A,1.23
64633,Destroy cerv/thor facet jnt,A,3.32
64634,Destroy c/th facet jnt addl,A,1.32
64635,Destroy lumb/sac facet jnt,A,3.32
64636,Destroy l/s facet jnt addl,A,1.16
64640,Injection treatment of nerve,A,1.98
64642,Chemodenerv 1 extremity 1-4,A,1.65
64643,Chemodenerv 1 extrem 1-4 ea,A,1.22
64644,Chemodenerv 1 extrem 5/> mus,A,1.82
64645,Chemodenerv 1 extrem 5/> ea,A,1.39
64646,Chemodenerv trunk musc 1-5,A,1.8
64647,Chemodenerv trunk musc 6/>,A,2.11
64650,Chemodenerv eccrine glands,A,0.7
64653,Chemodenerv eccrine glands,A,0.88
64680,Injection treatment of nerve,A,2.67
64681,Injection treatment of nerve,A,3.78
64702,Revise finger/toe nerve,A,6.26
64704,Revise hand/foot nerve,A,4.69
64708,Revise arm/leg nerve,A,6.36
64712,Revision of sciatic nerve,A,8.07
64713,Revision of arm nerve(s),A,11.4
64714,Revise low back nerve(s),A,10.55
64716,Revision of cranial nerve,A,6.99
64718,Revise ulnar nerve at elbow,A,7.26
64719,Revise ulnar nerve at wrist,A,4.97
64721,Carpal tunnel surgery,A,4.97
64722,Relieve pressure on nerve(s),A,4.82
64726,Release foot/toe nerve,A,4.27
64727,Internal nerve revision,A,3.1
64732,Incision of brow nerve,A,4.89
64734,Incision of cheek nerve,A,5.55
64736,Incision of chin nerve,A,5.23
64738,Incision of jaw nerve,A,6.36
64740,Incision of tongue nerve,A,6.22
64742,Incision of facial nerve,A,6.85
64744,Incise nerve back of head,A,5.72
64746,Incise diaphragm nerve,A,6.56
64755,Incision of stomach nerves,A,15.05
64760,Incision of vagus nerve,A,7.59
64763,Incise hip/thigh nerve,A,7.56
64766,Incise hip/thigh nerve,A,9.47
64771,Sever cranial nerve,A,8.15
64772,Incision of spinal nerve,A,7.84
64774,Remove skin nerve lesion,A,5.8
64776,Remove digit nerve lesion,A,5.6
64778,Digit nerve surgery add-on,A,3.11
64782,Remove limb nerve lesion,A,6.86
64783,Limb nerve surgery add-on,A,3.71
64784,Remove nerve lesion,A,10.62
64786,Remove sciatic nerve lesion,A,16.25
64787,Implant nerve end,A,4.29
64788,Remove skin nerve lesion,A,5.24
64790,Removal of nerve lesion,A,12.1
64792,Removal of nerve lesion,A,15.86
64795,Biopsy of nerve,A,3.01
64802,Sympathectomy cervical,A,10.37
64804,Sympathectomy cervicothorac,A,15.91
64809,Sympathectomy thoracolumbar,A,14.71
64818,Sympathectomy lumbar,A,11.34
64820,Sympathectomy digital artery,A,10.74
64821,Sympathectomy radial artery,A,9.33
64822,Sympathectomy ulnar artery,A,9.33
64823,Sympathectomy supfc palmar,A,10.94
64831,Repair of digit nerve,A,9.16
64832,Repair nerve add-on,A,5.65
64834,Repair of hand or foot nerve,A,10.81
64835,Repair of hand or foot nerve,A,11.73
64836,Repair of hand or foot nerve,A,11.73
64837,Repair nerve add-on,A,6.25
64840,Repair of leg nerve,A,14.02
64856,Repair/transpose nerve,A,15.07
64857,Repair arm/leg nerve,A,15.82
64858,Repair sciatic nerve,A,17.82
64859,Nerve surgery,A,4.25
64861,Repair of arm nerves,A,20.89
64862,Repair of low back nerves,A,21.09
64864,Repair of facial nerve,A,13.41
64865,Repair of facial nerve,A,16.09
64866,Fusion of facial/other nerve,A,16.83
64868,Fusion of facial/other nerve,A,14.9
64872,Subsequent repair of nerve,A,1.99
64874,Repair & revise nerve add-on,A,2.98
64876,Repair nerve/shorten bone,A,3.37
64885,Nerve graft head/neck <4 cm,A,17.6
64886,Nerve graft head/neck >4 cm,A,20.82
64890,Nrv grf 1strnd hnd/foot <4cm,A,16.24
64891,Nrv grf 1strnd hnd/foot >4cm,A,17.35
64892,Nrv grf 1strnd arm/leg <4cm,A,15.74
64893,Nrv grf 1strnd arm/leg >4 cm,A,16.87
64895,Nrv grf mltst hnd/foot <4 cm,A,20.39
64896,Nrv grf mltst hnd/foot >4 cm,A,21.96
64897,Nrv grf mltst arm/leg <4 cm,A,19.38
64898,Nrv grf mltst arm/leg >4 cm,A,20.97
64901,Nerve graft add-on,A,10.2
64902,Nerve graft add-on,A,11.81
64905,Nerve pedicle transfer,A,15.11
64907,Nerve pedicle transfer,A,20.03
64910,Nerve repair w/allograft,A,10.52
64911,Neurorraphy w/vein autograft,A,14
64912,Nrv rpr w/nrv algrft 1st,A,12
64913,Nrv rpr w/nrv algrft ea addl,A,3
64999,Unlisted px nervous system,C,0
65091,Revise eye,A,7.26
65093,Revise eye with implant,A,7.04
65101,Removal of eye,A,8.3
65103,Remove eye/insert implant,A,8.84
65105,Remove eye/attach implant,A,9.93
65110,Removal of eye,A,15.7
65112,Remove eye/revise socket,A,18.51
65114,Remove eye/revise socket,A,19.65
65125,Revise ocular implant,A,3.27
65130,Insert ocular implant,A,8.42
65135,Insert ocular implant,A,8.6
65140,Attach ocular implant,A,9.46
65150,Revise ocular implant,A,6.43
65155,Reinsert ocular implant,A,10.1
65175,Removal of ocular implant,A,7.4
65205,Remove foreign body from eye,A,0.49
65210,Remove foreign body from eye,A,0.61
65220,Remove foreign body from eye,A,0.71
65222,Remove foreign body from eye,A,0.84
65235,Remove foreign body from eye,A,9.01
65260,Remove foreign body from eye,A,12.54
65265,Remove foreign body from eye,A,14.34
65270,Repair of eye wound,A,1.95
65272,Repair of eye wound,A,4.62
65273,Repair of eye wound,A,5.16
65275,Repair of eye wound,A,6.29
65280,Repair of eye wound,A,9.1
65285,Repair of eye wound,A,15.36
65286,Repair of eye wound,A,6.63
65290,Repair of eye socket wound,A,6.53
65400,Removal of eye lesion,A,7.5
65410,Biopsy of cornea,A,1.47
65420,Removal of eye lesion,A,4.36
65426,Removal of eye lesion,A,6.05
65430,Corneal smear,A,1.47
65435,Curette/treat cornea,A,0.92
65436,Curette/treat cornea,A,4.82
65450,Treatment of corneal lesion,A,3.47
65600,Revision of cornea,A,4.2
65710,Corneal transplant,A,14.45
65730,Corneal transplant,A,16.35
65750,Corneal transplant,A,16.9
65755,Corneal transplant,A,16.79
65756,Corneal trnspl endothelial,A,16.84
65757,Prep corneal endo allograft,C,0
65760,Keratomileusis,N,0
65765,Keratophakia,N,0
65767,Epikeratoplasty,N,0
65770,Keratoprosthesis,A,19.74
65771,Radial keratotomy,N,0
65772,Correction of astigmatism,A,5.09
65775,Correction of astigmatism,A,6.91
65778,Cover eye w/membrane,A,0.84
65779,Cover eye w/membrane suture,A,1.75
65780,Ocular reconst transplant,A,7.03
65781,Ocular reconst transplant,A,18.14
65782,Ocular reconst transplant,A,15.43
65785,Impltj ntrstrml crnl rng seg,A,5.39
65800,Drainage of eye,A,1.53
65810,Drainage of eye,A,5.82
65815,Drainage of eye,A,6
65820,Goniotomy,A,8.91
65850,Trabeculotomy ab externo,A,11.39
65855,Trabeculoplasty laser surg,A,3
65860,Severing ads ant sgm laser,A,3.59
65865,Incise inner eye adhesions,A,5.77
65870,Incise inner eye adhesions,A,7.39
65875,Incise inner eye adhesions,A,7.81
65880,Incise inner eye adhesions,A,8.36
65900,Remove eye lesion,A,12.51
65920,Remove implant of eye,A,9.99
65930,Remove blood clot from eye,A,8.39
66020,Injection treatment of eye,A,1.64
66030,Injection treatment of eye,A,1.3
66130,Remove eye lesion,A,7.83
66150,Glaucoma surgery,A,10.53
66155,Glaucoma surgery,A,10.52
66160,Glaucoma surgery,A,12.39
66170,Glaucoma surgery,A,13.94
66172,Incision of eye,A,14.84
66174,Trluml dil aq o/f can w/o st,A,7.62
66175,Trluml dil aq o/f can w/st,A,9.34
66179,Aqueous shunt eye w/o graft,A,14
66180,Aqueous shunt eye w/graft,A,15
66183,Insert ant drainage device,A,13.2
66184,Revision of aqueous shunt,A,9.58
66185,Revise aqueous shunt eye,A,10.58
66225,Repair/graft eye lesion,A,12.63
66250,Follow-up surgery of eye,A,7.1
66500,Incision of iris,A,3.83
66505,Incision of iris,A,4.22
66600,Remove iris and lesion,A,10.12
66605,Removal of iris,A,14.22
66625,Removal of iris,A,5.3
66630,Removal of iris,A,7.28
66635,Removal of iris,A,7.37
66680,Repair iris & ciliary body,A,7.97
66682,Repair iris & ciliary body,A,8.74
66683,Implantation iris prosthesis,A,10.67
66700,Destruction ciliary body,A,5.14
66710,Ciliary transsleral therapy,A,5.14
66711,Ecp ciliary body destruction,A,5.62
66720,Destruction ciliary body,A,4.75
66740,Destruction ciliary body,A,5.14
66761,Revision of iris,A,3
66762,Revision of iris,A,5.38
66770,Removal of inner eye lesion,A,6.13
66820,Incision secondary cataract,A,4.01
66821,After cataract laser surgery,A,3.42
66825,Reposition intraocular lens,A,9.01
66830,Removal of lens lesion,A,9.47
66840,Removal of lens material,A,9.18
66850,Removal of lens material,A,10.55
66852,Removal of lens material,A,11.41
66920,Extraction of lens,A,10.13
66930,Extraction of lens,A,11.61
66940,Extraction of lens,A,10.37
66982,Xcapsl ctrc rmvl cplx wo ecp,A,10.25
66983,Cataract surg w/iol 1 stage,C,0
66984,Xcapsl ctrc rmvl w/o ecp,A,7.35
66985,Insert lens prosthesis,A,9.98
66986,Exchange lens prosthesis,A,12.26
66987,Xcapsl ctrc rmvl cplx w/ecp,C,0
66988,Xcapsl ctrc rmvl w/ecp,C,0
66989,Xcpsl ctrc rmvl cplx insj 1+,A,12.13
66990,Ophthalmic endoscope add-on,A,1.51
66991,Xcapsl ctrc rmvl insj 1+,A,9.23
66999,Unlisted px ant segment eye,C,0
67005,Partial removal of eye fluid,A,5.89
67010,Partial removal of eye fluid,A,7.06
67015,Release of eye fluid,A,7.14
67025,Replace eye fluid,A,8.11
67027,Implant eye drug system,A,11.62
67028,Injection eye drug,A,1.44
67030,Incise inner eye strands,A,6.11
67031,Laser surgery eye strands,A,4.47
67036,Removal of inner eye fluid,A,12.13
67039,Laser treatment of retina,A,13.2
67040,Laser treatment of retina,A,14.5
67041,Vit for macular pucker,A,16.33
67042,Vit for macular hole,A,16.33
67043,Vit for membrane dissect,A,17.4
67101,Repair detached retina crtx,A,3.5
67105,Repair detached retina pc,A,3.39
67107,Repair detached retina,A,16
67108,Repair detached retina,A,17.13
67110,Repair detached retina,A,10.25
67113,Repair retinal detach cplx,A,19
67115,Release encircling material,A,6.11
67120,Remove eye implant material,A,7.1
67121,Remove eye implant material,A,12.25
67141,Proph rta dtchmnt crtx dthrm,A,2.53
67145,Proph rta dtchmnt pc,A,2.53
67208,Treatment of retinal lesion,A,7.65
67210,Treatment of retinal lesion,A,6.36
67218,Treatment of retinal lesion,A,20.36
67220,Treatment of choroid lesion,A,6.36
67221,Ocular photodynamic ther,R,3.45
67225,Eye photodynamic ther add-on,A,0.47
67227,Dstrj extensive retinopathy,A,3.5
67228,Treatment x10sv retinopathy,A,4.39
67229,Tr retinal les preterm inf,A,16.3
67250,Reinforce eye wall,A,9.61
67255,Reinforce/graft eye wall,A,8.38
67299,Unlisted px posterior segmnt,C,0
67311,Revise eye muscle,A,5.93
67312,Revise two eye muscles,A,9.5
67314,Revise eye muscle,A,5.93
67316,Revise two eye muscles,A,10.31
67318,Revise eye muscle(s),A,9.8
67320,Revise eye muscle(s) add-on,A,3
67331,Eye surgery follow-up add-on,A,2
67332,Rerevise eye muscles add-on,A,3.5
67334,Revise eye muscle w/suture,A,2.06
67335,Eye suture during surgery,A,3.23
67340,Revise eye muscle add-on,A,5
67343,Release eye tissue,A,8.47
67345,Destroy nerve of eye muscle,A,3.01
67346,Biopsy eye muscle,A,2.87
67399,Unlisted px extraocular musc,C,0
67400,Explore/biopsy eye socket,A,11.2
67405,Explore/drain eye socket,A,9.2
67412,Explore/treat eye socket,A,10.3
67413,Explore/treat eye socket,A,10.24
67414,Explr/decompress eye socket,A,17.94
67415,Aspiration orbital contents,A,1.76
67420,Explore/treat eye socket,A,21.87
67430,Explore/treat eye socket,A,15.29
67440,Explore/drain eye socket,A,14.84
67445,Explr/decompress eye socket,A,19.12
67450,Explore/biopsy eye socket,A,15.41
67500,Inject/treat eye socket,A,1.18
67505,Inject/treat eye socket,A,1.18
67515,Inject/treat eye socket,A,0.75
67516,Sprchoroidal spc njx rx agt,A,1.53
67550,Insert eye socket implant,A,11.77
67560,Revise eye socket implant,A,12.18
67570,Decompress optic nerve,A,14.4
67599,Unlisted procedure orbit,C,0
67700,Blepharotomy drg absc eyelid,A,1.4
67710,Severing tarsorrhaphy,A,1.07
67715,Canthotomy,A,1.27
67800,Remove eyelid lesion,A,1.41
67801,Remove eyelid lesions,A,1.91
67805,Remove eyelid lesions,A,2.27
67808,Remove eyelid lesion(s),A,4.6
67810,Incal bx eyelid skn lid mrgn,A,1.18
67820,Revise eyelashes,A,0.32
67825,Revise eyelashes,A,1.43
67830,Revise eyelashes,A,1.75
67835,Revise eyelashes,A,5.7
67840,Remove eyelid lesion,A,2.09
67850,Dstrj lesion lid margin <1cm,A,1.74
67875,Closure of eyelid by suture,A,1.35
67880,Revision of eyelid,A,4.6
67882,Revision of eyelid,A,6.02
67900,Repair brow defect,A,6.82
67901,Repair eyelid defect,A,7.59
67902,Repair eyelid defect,A,9.82
67903,Repair eyelid defect,A,6.51
67904,Repair eyelid defect,A,7.97
67906,Repair eyelid defect,A,6.93
67908,Repair eyelid defect,A,5.3
67909,Revise eyelid defect,A,5.57
67911,Revise eyelid defect,A,7.5
67912,Correction eyelid w/implant,A,6.36
67914,Repair eyelid defect,A,3.75
67915,Repair eyelid defect,A,2.03
67916,Repair eyelid defect,A,5.48
67917,Repair eyelid defect,A,5.93
67921,Repair eyelid defect,A,3.47
67922,Repair eyelid defect,A,2.03
67923,Repair eyelid defect,A,5.48
67924,Repair eyelid defect,A,5.93
67930,Repair eyelid wound,A,3.65
67935,Repair eyelid wound,A,6.36
67938,Remove eyelid foreign body,A,1.38
67950,Revision of eyelid,A,5.99
67961,Revision of eyelid,A,5.86
67966,Revision of eyelid,A,8.97
67971,Reconstruction of eyelid,A,10.01
67973,Reconstruction of eyelid,A,13.13
67974,Reconstruction of eyelid,A,13.1
67975,Reconstruction of eyelid,A,9.35
67999,Unlisted procedure eyelids,C,0
68020,Incise/drain eyelid lining,A,1.42
68040,Treatment of eyelid lesions,A,0.85
68100,Biopsy conjunctiva,A,1.35
68110,Exc les conjunctiva <1 cm,A,1.82
68115,Exc les conjunctiva >1 cm,A,2.41
68130,Exc les conjunctiva adj scl,A,5.1
68135,Destruction les conjunctiva,A,1.89
68200,Treat eyelid by injection,A,0.49
68320,Revise/graft eyelid lining,A,6.64
68325,Revise/graft eyelid lining,A,8.63
68326,Revise/graft eyelid lining,A,8.42
68328,Revise/graft eyelid lining,A,9.45
68330,Revise eyelid lining,A,5.78
68335,Revise/graft eyelid lining,A,8.46
68340,Separate eyelid adhesions,A,4.97
68360,Revise eyelid lining,A,5.17
68362,Revise eyelid lining,A,8.61
68371,Harvest eye tissue alograft,A,5.09
68399,Unlisted px conjunctiva,C,0
68400,I&d lacrimal gland,A,1.74
68420,I&d lacrimal sac,A,2.35
68440,Snip inc lacrimal punctum,A,0.99
68500,Removal of tear gland,A,12.77
68505,Partial removal tear gland,A,12.69
68510,Biopsy of tear gland,A,4.6
68520,Removal of tear sac,A,8.78
68525,Biopsy of tear sac,A,4.42
68530,Clearance of tear duct,A,3.7
68540,Remove tear gland lesion,A,12.18
68550,Remove tear gland lesion,A,15.16
68700,Repair tear ducts,A,7.87
68705,Revise tear duct opening,A,2.11
68720,Create tear sac drain,A,9.96
68745,Create tear duct drain,A,9.9
68750,Create tear duct drain,A,10.1
68760,Close tear duct opening,A,1.78
68761,Close tear duct opening,A,1.41
68770,Close tear system fistula,A,8.29
68801,Dilate tear duct opening,A,0.82
68810,Probe nasolacrimal duct,A,1.54
68811,Probe nasolacrimal duct,A,1.74
68815,Probe nasolacrimal duct,A,2.7
68816,Probe nl duct w/balloon,A,2.1
68840,Explore/irrigate tear ducts,A,1.3
68841,Insj rx elut implt lac canal,A,0.49
68850,Injection for tear sac x-ray,A,0.8
68899,Unlisted px lacrimal system,C,0
69000,Drg xtrnl ear absc/hem smpl,A,1.5
69005,Drg xtrnl ear absc/hem comp,A,2.16
69020,Drg xtrnl aud canal abscess,A,1.53
69090,Ear piercing,N,0
69100,Biopsy of external ear,A,0.81
69105,Biopsy of external ear canal,A,0.85
69110,Remove external ear partial,A,3.53
69120,Removal of external ear,A,4.14
69140,Remove ear canal lesion(s),A,8.14
69145,Remove ear canal lesion(s),A,2.7
69150,Extensive ear canal surgery,A,13.61
69155,Extensive ear/neck surgery,A,23.35
69200,Clear outer ear canal,A,0.77
69205,Clear outer ear canal,A,1.21
69209,Remove impacted ear wax uni,A,0
69210,Remove impacted ear wax uni,A,0.61
69220,Clean out mastoid cavity,A,0.83
69222,Clean out mastoid cavity,A,1.45
69300,Revise external ear,R,6.44
69310,Rebuild outer ear canal,A,10.97
69320,Rebuild outer ear canal,A,17.18
69399,Unlisted px external ear,C,0
69420,Incision of eardrum,A,1.38
69421,Incision of eardrum,A,1.78
69424,Remove ventilating tube,A,0.85
69433,Create eardrum opening,A,1.57
69436,Create eardrum opening,A,2.01
69440,Exploration of middle ear,A,7.71
69450,Eardrum revision,A,5.69
69501,Mastoidectomy,A,9.21
69502,Mastoidectomy,A,12.56
69505,Remove mastoid structures,A,13.17
69511,Extensive mastoid surgery,A,13.7
69530,Extensive mastoid surgery,A,20.38
69535,Remove part of temporal bone,A,37.42
69540,Excision aural polyp,A,1.25
69550,Exc aurl glomus tum trnscanl,A,11.15
69552,Exc aurl glomus tum trnsmstd,A,19.81
69554,Exc aurl glomus tum extended,A,35.97
69601,Revj mstdc rsltg compl mstdc,A,13.45
69602,Rev mstdc rslt mod rad mstdc,A,13.76
69603,Revj mstdc rsltg rad mstdc,A,14.2
69604,Revj mstdc rsltg tympanplsty,A,14.2
69610,Tympanic membrane repair,A,4.47
69620,Myringoplasty,A,6.03
69631,Repair eardrum structures,A,10.05
69632,Rebuild eardrum structures,A,12.96
69633,Rebuild eardrum structures,A,12.31
69635,Repair eardrum structures,A,13.51
69636,Rebuild eardrum structures,A,15.43
69637,Rebuild eardrum structures,A,15.32
69641,Revise middle ear & mastoid,A,12.89
69642,Revise middle ear & mastoid,A,17.06
69643,Revise middle ear & mastoid,A,15.59
69644,Revise middle ear & mastoid,A,17.23
69645,Revise middle ear & mastoid,A,16.71
69646,Revise middle ear & mastoid,A,18.37
69650,Stapes mobilization,A,9.8
69660,Revise middle ear bone,A,12.03
69661,Revise middle ear bone,A,15.92
69662,Revise middle ear bone,A,15.6
69666,Repair middle ear structures,A,9.89
69667,Repair middle ear structures,A,9.9
69670,Remove mastoid air cells,A,11.73
69676,Remove middle ear nerve,A,9.69
69700,Close mastoid fistula,A,8.37
69705,Nps surg dilat eust tube uni,A,3
69706,Nps surg dilat eust tube bi,A,4.27
69710,Implant/replace hearing aid,N,0
69711,Remove/repair hearing aid,A,10.62
69714,Impl oi implt skull perq esp,A,6.68
69716,Impl oi implt sk tc esp<100,A,9.03
69717,Rplcmt oi implt skl prq esp,A,7.91
69719,Rplcm oi implt sk tc esp<100,A,9.46
69720,Release facial nerve,A,14.71
69725,Release facial nerve,A,27.64
69726,Rmv ntr oi implt skl prq esp,A,6.36
69727,Rmv ntr oi imp sk tc esp<100,A,7.38
69728,Rmv ntr oi imp sk tc>=100,A,8.5
69729,Impl oi implt sk tc esp>=100,A,9.97
69730,Rplc oi implt sk tc esp>=100,A,10.25
69740,Repair facial nerve,A,16.27
69745,Repair facial nerve,A,17.02
69799,Unlisted px middle ear,C,0
69801,Incise inner ear,A,2.06
69805,Explore inner ear,A,14.71
69806,Explore inner ear,A,12.63
69905,Remove inner ear,A,11.26
69910,Remove inner ear & mastoid,A,13.91
69915,Incise inner ear nerve,A,22.77
69930,Implant cochlear device,A,17.73
69949,Unlisted px inner ear,C,0
69950,Incise inner ear nerve,A,27.63
69955,Release facial nerve,A,29.42
69960,Release inner ear canal,A,29.42
69970,Remove inner ear lesion,A,32.41
69979,Unlisted px temporal bone,C,0
69990,Microsurgery add-on,R,3.46
70010,Contrast x-ray of brain,A,1.19
70015,Contrast x-ray of brain,A,1.19
70015,Contrast x-ray of brain,A,1.19
70015,Contrast x-ray of brain,A,0
70030,X-ray eye for foreign body,A,0.18
70030,X-ray eye for foreign body,A,0.18
70030,X-ray eye for foreign body,A,0
70100,X-ray exam of jaw <4views,A,0.18
70100,X-ray exam of jaw <4views,A,0.18
70100,X-ray exam of jaw <4views,A,0
7010F,Pt info into recall system,M,0
70110,X-ray exam of jaw 4/> views,A,0.25
70110,X-ray exam of jaw 4/> views,A,0.25
70110,X-ray exam of jaw 4/> views,A,0
70120,X-ray exam of mastoids,A,0.18
70120,X-ray exam of mastoids,A,0.18
70120,X-ray exam of mastoids,A,0
70130,X-ray exam of mastoids,A,0.34
70130,X-ray exam of mastoids,A,0.34
70130,X-ray exam of mastoids,A,0
70134,X-ray exam of middle ear,A,0.34
70134,X-ray exam of middle ear,A,0.34
70134,X-ray exam of middle ear,A,0
70140,X-ray exam of facial bones,A,0.19
70140,X-ray exam of facial bones,A,0.19
70140,X-ray exam of facial bones,A,0
70150,X-ray exam of facial bones,A,0.26
70150,X-ray exam of facial bones,A,0.26
70150,X-ray exam of facial bones,A,0
70160,X-ray exam of nasal bones,A,0.17
70160,X-ray exam of nasal bones,A,0.17
70160,X-ray exam of nasal bones,A,0
70170,X-ray exam of tear duct,C,0
70170,X-ray exam of tear duct,A,0.3
70170,X-ray exam of tear duct,C,0
70190,X-ray exam of eye sockets,A,0.21
70190,X-ray exam of eye sockets,A,0.21
70190,X-ray exam of eye sockets,A,0
70200,X-ray exam of eye sockets,A,0.28
70200,X-ray exam of eye sockets,A,0.28
70200,X-ray exam of eye sockets,A,0
7020F,Mammo assess cat in dbase,I,0
70210,X-ray exam of sinuses,A,0.17
70210,X-ray exam of sinuses,A,0.17
70210,X-ray exam of sinuses,A,0
70220,X-ray exam of sinuses,A,0.22
70220,X-ray exam of sinuses,A,0.22
70220,X-ray exam of sinuses,A,0
70240,X-ray exam pituitary saddle,A,0.19
70240,X-ray exam pituitary saddle,A,0.19
70240,X-ray exam pituitary saddle,A,0
70250,X-ray exam of skull,A,0.18
70250,X-ray exam of skull,A,0.18
70250,X-ray exam of skull,A,0
7025F,Pt infosys alarm 4 nxt mammo,I,0
70260,X-ray exam of skull,A,0.28
70260,X-ray exam of skull,A,0.28
70260,X-ray exam of skull,A,0
70300,X-ray exam of teeth,A,0.1
70300,X-ray exam of teeth,A,0.1
70300,X-ray exam of teeth,A,0
70310,X-ray exam of teeth,A,0.16
70310,X-ray exam of teeth,A,0.16
70310,X-ray exam of teeth,A,0
70320,Full mouth x-ray of teeth,A,0.22
70320,Full mouth x-ray of teeth,A,0.22
70320,Full mouth x-ray of teeth,A,0
70328,X-ray exam of jaw joint,A,0.18
70328,X-ray exam of jaw joint,A,0.18
70328,X-ray exam of jaw joint,A,0
70330,X-ray exam of jaw joints,A,0.24
70330,X-ray exam of jaw joints,A,0.24
70330,X-ray exam of jaw joints,A,0
70332,X-ray exam of jaw joint,A,0.54
70332,X-ray exam of jaw joint,A,0.54
70332,X-ray exam of jaw joint,A,0
70336,Magnetic image jaw joint,A,1.48
70336,Magnetic image jaw joint,A,1.48
70336,Magnetic image jaw joint,A,0
70350,X-ray head for orthodontia,A,0.17
70350,X-ray head for orthodontia,A,0.17
70350,X-ray head for orthodontia,A,0
70355,Panoramic x-ray of jaws,A,0.2
70355,Panoramic x-ray of jaws,A,0.2
70355,Panoramic x-ray of jaws,A,0
70360,X-ray exam of neck,A,0.18
70360,X-ray exam of neck,A,0.18
70360,X-ray exam of neck,A,0
70370,Throat x-ray & fluoroscopy,A,0.32
70370,Throat x-ray & fluoroscopy,A,0.32
70370,Throat x-ray & fluoroscopy,A,0
70371,Speech evaluation complex,A,0.84
70371,Speech evaluation complex,A,0.84
70371,Speech evaluation complex,A,0
70380,X-ray exam of salivary gland,A,0.17
70380,X-ray exam of salivary gland,A,0.17
70380,X-ray exam of salivary gland,A,0
70390,X-ray exam of salivary duct,A,0.38
70390,X-ray exam of salivary duct,A,0.38
